x	y	$\phi_{prot}$	$\phi_{RNA}$	(((($\phi_{RNA}$ * _Constant(...)) + _Constant(...)) + ($\phi_{prot}$ * _Constant(...))) + (($\phi_{RNA}$ * _Constant(...)) * $\phi_{prot}$))
-14.4823238126364	-26.0364768110526	0.122367328728303	2.69674218477556e-09	-0.999999996700069
12.4485238307995	26.1866399331088	0.122350843318002	3.38047724116275e-09	-0.999999995863958
27.9879899858197	-7.8523270525919	0.122355148085886	3.26800858538836e-09	-0.999999996001423
-27.1902404469688	7.23819250472651	0.122362703926574	5.39830684811496e-09	-0.999999993394486
-29.0025717591786	0.937918753006065	0.122364466929337	3.33757738914644e-09	-0.999999995915991
-21.6963577179778	-19.6501279620808	0.12236772590713	3.01925460050522e-09	-0.999999996305407
27.0223108437575	-11.3276530091539	0.122355980715338	3.01273824044892e-09	-0.999999996313735
-1.67633884954074	-29.2285286075213	0.122365254212035	3.0243223565589e-09	-0.99999999629928
-28.2354493952988	-6.76155019675128	0.122366227413537	3.32561489395321e-09	-0.999999995930571
-27.24354208342	10.7784125718745	0.122361574874262	3.03091604642815e-09	-0.999999996291323
18.1156950334521	-22.7417069606806	0.122359813074115	3.28595751507414e-09	-0.999999995979309
-0.655196671936783	29.2895178464329	0.122352277535595	3.03165571951083e-09	-0.9999999962907
-26.0866284254418	12.8487115642662	0.122360855770574	3.25427966232334e-09	-0.999999996018036
1.89478526970891	-28.9876184563608	0.122364474172176	3.29746678112795e-09	-0.999999995965072
-9.73751658616838	27.5701740178869	0.122354178687705	3.05347239261617e-09	-0.999999996263949
-16.3395140336132	23.4941017023117	0.122356311066055	4.05912405162726e-09	-0.999999995033406
18.4313133845922	-22.7700871967699	0.122359736785536	3.01888723740849e-09	-0.999999996306097
2.33576642374579	29.1838808466325	0.122351812242037	3.01470261755276e-09	-0.999999996311457
24.6425675727069	-13.7128575906511	0.122356890099357	5.17088181812729e-09	-0.99999999367307
-28.9525579340556	-4.63678628664036	0.122365768724754	3.01423549381115e-09	-0.999999996311608
4.75844991596105	28.6489316397968	0.122351508698749	3.31954468175749e-09	-0.999999995938487
12.9713191529756	-26.0488825720955	0.122361517379031	3.19213416958997e-09	-0.999999996094056
-0.409306255686429	29.1197820566734	0.122352249295907	3.2248527299811e-09	-0.99999999605432
2.24518829192718	-29.0255858542086	0.122364389323907	3.25454940773699e-09	-0.99999999601759
12.8600862776048	-26.3185669085577	0.122361561836763	3.00669124627819e-09	-0.999999996320966
28.7213375346793	5.74172025786361	0.122352489868774	3.00267266021949e-09	-0.999999996326155
-29.4394054152345	2.50428829092882	0.122364030299409	2.82101937008168e-09	-0.999999996548087
-17.4351470631091	23.1762120247082	0.122356593932199	3.34179021792995e-09	-0.999999995911099
28.7388404363796	-5.72570638227972	0.122354632575299	2.98394978671363e-09	-0.999999996348999
-26.9767345856299	10.9276393209313	0.122361510734205	3.25298637888615e-09	-0.999999996019597
-1.92377212729359	-29.0605532455604	0.122365317340279	3.20603207777031e-09	-0.999999996076929
-29.1745195921458	1.20729537664575	0.122364392625235	3.13886278224218e-09	-0.99999999615915
-28.5743817681008	-8.45516450843773	0.122366474615723	2.68694935428087e-09	-0.999999996712075
-29.6589119240384	2.72062186172215	0.122363966398599	2.7506375092703e-09	-0.999999996634211
-28.9151672913031	3.33996100244679	0.122363799969383	3.21153945779449e-09	-0.999999996070238
-25.1708515711071	-14.9652523167277	0.122367423679542	3.00272696515761e-09	-0.99999999632564
28.5116526167292	-5.94661409619439	0.122354696385409	3.18104143593679e-09	-0.999999996107846
-16.094086523264	23.3220920563148	0.122356319863357	4.74877662041455e-09	-0.999999994189572
12.3201721043381	26.5033834311898	0.122350836163813	3.1009725512984e-09	-0.999999996205934
-28.7192379425097	-4.82857671562697	0.122365825575188	3.21261845949637e-09	-0.999999996068853
5.12059467403736	28.6462746426378	0.122351463352225	3.26457096620662e-09	-0.99999999600575
-5.20975770694914	-28.8189737639103	0.122365969554316	3.02398128961113e-09	-0.999999996299676
-14.1377212419405	-25.9955508307327	0.122367304941838	2.76570181970645e-09	-0.999999996615685
-17.7101980521672	-23.6654544722706	0.122367624752066	2.82968513740522e-09	-0.999999996537381
-17.3137083596025	23.5062502181817	0.1223564923444	3.11849111201054e-09	-0.999999996184324
25.3205414713427	-14.4159902897144	0.122356859480659	3.19484650924555e-09	-0.999999996090886
-13.6192469960792	-26.2861590867805	0.122367244367122	2.76525940494188e-09	-0.999999996616228
18.4285336797033	22.3938472915513	0.122350732778139	3.373663913493e-09	-0.999999995872297
-18.1646950655291	-22.7777090203467	0.122367680750516	3.19244966338541e-09	-0.999999996093473
0.614639697893135	-29.135189912984	0.122364763322867	3.14276004662285e-09	-0.999999996154369
-18.0000389496303	-23.7432950108039	0.122367632579257	2.75720655225206e-09	-0.999999996626072
14.0110243651981	-25.5334658883461	0.122361187863011	3.22219343768388e-09	-0.999999996057286
-28.9980153552594	4.55387586236324	0.1223634576935	2.9298559006928e-09	-0.999999996414927
-28.7437150284869	4.70494034724153	0.12236342135235	3.17035595516838e-09	-0.999999996120644
-28.4178834659601	-7.0441722560316	0.122366256098545	3.03470412492663e-09	-0.999999996286546
26.7599700038071	-11.5400848502079	0.122356060578931	3.18857242443175e-09	-0.999999996098588
13.4978097743482	-25.7825386701337	0.122361354803587	3.24007728756574e-09	-0.999999996035398
12.4315135896141	-26.3253099897197	0.122361680178974	3.12787105521501e-09	-0.999999996172684
13.3756455504224	-26.0575047564687	0.122361406612672	3.05656053490815e-09	-0.99999999625995
