step	t	dt	radius	area	distances	eccentricity	vacuole_num	vacuole_areas	Pmin	Pmax	Rmin	Rmax	Rtotal	Kp_step	Pavg	Ravg	f	t_sim
6400	3160.312022611848	0.5	4.6768096724199975	88	1.4142135623730951	0.0	0		0.11317563962615572	0.7198457339057424	7.752529885410054e-11	0.0331749953838279	1.265982925371506	1.0	0.12901616653930817	0.00044777937225667935	0.8072359254649482	32391.89
6500	3210.312022611848	0.5	4.682049796951197	88	1.4142135623730951	0.0	0		0.11315956533114871	0.7198741432707555	7.756741539599488e-11	0.033178838054025654	1.266379355540018	1.0	0.1290161665520227	0.0004479195899866679	0.8071202221365701	32682.76
6600	3260.312022611848	0.5	4.682049796951197	88	1.4142135623730951	0.0	0		0.11314425744814999	0.7199009864601675	7.760731763670173e-11	0.033182470965739105	1.2667545572246761	1.0	0.1290161665657056	0.0004480522991816016	0.8070109973896837	32998.99
6700	3310.312022611848	0.5	4.687284063316783	88	1.4142135623730951	0.0	0		0.113129695407334	0.7199263522605039	7.764512028709534e-11	0.0331859057917223	1.2671096696799107	1.0	0.1290161665786685	0.00044817790279686273	0.8069078768953075	33290.5
6800	3360.312022611848	0.5	4.697735099854251	88	1.4142135623730951	0.0	0		0.11311584270896775	0.719950324188832	7.768093230174522e-11	0.03318915353409216	1.2674457709178062	1.0	0.12901616659111187	0.0004482967821263571	0.8068105088594394	33593.9
6900	3410.312022611848	0.5	4.697735099854251	88	1.4142135623730951	0.0	0		0.1131026709914688	0.7199729808164738	7.771485714865077e-11	0.03319222456409616	1.267763880957752	1.0	0.12901616660451037	0.00044840929795191903	0.8067185626188949	33874.89
7000	3460.312022611848	0.5	4.697735099854251	88	1.4142135623730951	0.0	0		0.11309014488107952	0.719994396083104	7.774699306313223e-11	0.03319512865995962	1.2680649649390872	1.0	0.12901616661720208	0.0004485157916442563	0.8066317272189146	34113.44
7100	3510.312022611848	0.5	4.702951908908122	88	1.4142135623730951	0.0	0		0.11307822173561491	0.7200146396005531	7.777743329807217e-11	0.03319787504329036	1.268349936111494	1.0	0.12901616662962098	0.00044861658622065567	0.806549710307866	34348.45
7200	3560.312022611848	0.5	4.702951908908122	88	1.4142135623730951	0.0	0		0.11306689368016565	0.7200337769087792	7.780626636404642e-11	0.033200472411374284	1.2686196585857188	1.0	0.12901616664268123	0.0004487119873179149	0.8064722369520995	34575.03
7300	3610.312022611848	0.5	4.702951908908122	88	1.4142135623730951	0.0	0		0.11305611561322974	0.7200518697417237	7.783357625288385e-11	0.03320292896891099	1.268874950003179	1.0	0.1290161666551893	0.0004488022841365859	0.8063990484858246	34821.27
7400	3660.312022611848	0.5	4.708162937558553	88	1.4142135623730951	0.0	0		0.11304586834473868	0.7200689762578385	7.785943647744608e-11	0.033205252457085666	1.2691165839554195	1.0	0.12901616666858104	0.00044888775029673845	0.8063299016269208	35064.58
7500	3710.312022611848	0.5	4.708162937558553	88	1.4142135623730951	0.0	0		0.11303612443266228	0.7200851512561183	7.788393457779754e-11	0.033207450180675176	1.2693452926895952	1.0	0.12901616668126656	0.0004489686447948919	0.8062645673506258	35294.62
7600	3760.312022611848	0.5	4.713368204977295	88	1.4142135623730951	0.0	0		0.11302686529238226	0.7201004463931072	7.790713731491256e-11	0.03320952903410075	1.2695617688438074	1.0	0.12901616669425262	0.00044904521261780565	0.806202830197892	35531.69
7700	3810.312022611848	0.5	4.713368204977295	88	1.4142135623730951	0.0	0		0.11301806218152041	0.7201149103588599	7.792911191013808e-11	0.0332114955247342	1.269766667890714	1.0	0.12901616670706065	0.0004491176856067861	0.8061444873105287	35757.8
7800	3860.312022611848	0.5	4.713368204977295	88	1.4142135623730951	0.0	0		0.11300969190324323	0.7201285890688062	7.794992287786724e-11	0.03321335579615614	1.2699606100923237	1.0	0.1290161667191933	0.0004491862831490992	0.8060893476920765	35986.07
7900	3910.312022611848	0.5	4.713368204977295	88	1.4142135623730951	0.0	0		0.11300174299566777	0.7201415258267064	7.796963139710694e-11	0.03321511564908672	1.2701441823909512	1.0	0.12901616673121685	0.00044925121284680345	0.8060372315086198	36222.79
8000	3960.312022611848	0.5	4.718567730230526	88	1.4142135623730951	0.0	0		0.1129941817900926	0.7201537614761574	7.798829547826201e-11	0.033216780560816575	1.2703179401833948	1.0	0.1290161667432877	0.000449312671144278	0.8059879693766017	36446.8
8100	4010.312022611848	0.5	4.718567730230526	88	1.4142135623730951	0.0	0		0.11298699929545232	0.720165334552801	7.80059701177383e-11	0.03321835570429014	1.2704824090439355	1.0	0.12901616675472213	0.0004493708439376488	0.805941401709698	36682.5
8200	4060.312022611848	0.5	4.718567730230526	88	1.4142135623730951	0.0	0		0.11298016752981496	0.7201762814193489	7.802270745443041e-11	0.033219845965480894	1.2706380863303537	1.0	0.12901616676555194	0.00044942590714283897	0.8058973781607698	36909.93
8300	4110.312022611848	0.5	4.718567730230526	88	1.4142135623730951	0.0	0		0.11297368106227743	0.7201866363950277	7.803855691354481e-11	0.0332212559599334	1.2707854427083838	1.0	0.1290161667765298	0.0004494780272347691	0.8058557570628634	37128.89
8400	4160.312022611848	0.5	4.718567730230526	88	1.4142135623730951	0.0	0		0.11296751796325187	0.7201964318699623	7.805356534447302e-11	0.03322259004770493	1.2709249235625952	1.0	0.12901616678741215	0.0004495273617463876	0.8058164048706091	37353.8
8500	4210.312022611848	0.5	4.718567730230526	88	1.4142135623730951	0.0	0		0.11296166091264018	0.7202056984236151	7.80677771480829e-11	0.033223852348467114	1.2710569503898868	1.0	0.12901616679783254	0.000449574059761551	0.8057791956845243	37581.09
8600	4260.312022611848	0.5	4.7237615322907365	88	1.4142135623730951	0.0	0		0.11295609887733501	0.7202144649317763	7.808123440792248e-11	0.033225046755079035	1.271181922083852	1.0	0.12901616680880826	0.00044961826236930525	0.8057440108305329	37821.39
8700	4310.312022611848	0.5	4.7237615322907365	88	1.4142135623730951	0.0	0		0.1129508104962351	0.7202227586550086	7.80939770034035e-11	0.03322617694584969	1.2713002161184692	1.0	0.129016166819204	0.00044966010308255736	0.8057107383508152	38046.39
8800	4360.312022611848	0.5	4.7237615322907365	88	1.4142135623730951	0.0	0		0.11294578884268053	0.7202306053440344	7.810604272485922e-11	0.03322724639750375	1.2714121897511763	1.0	0.12901616682952616	0.00044969970826360523	0.8056792726833732	38283.08
8900	4410.312022611848	0.5	4.7237615322907365	88	1.4142135623730951	0.0	0		0.11294101730277607	0.7202380293201982	7.811746252087428e-11	0.03322825839578905	1.2715181809835154	1.0	0.12901616684012848	0.0004497371974639178	0.8056495142617792	38506.98
9000	4460.312022611848	0.5	4.7237615322907365	88	1.4142135623730951	0.0	0		0.11293648378867353	0.720245053556393	7.812828030559089e-11	0.033229216046664296	1.2716185099619999	1.0	0.12901616685016895	0.00044977268391962317	0.8056213690856115	38730.3
9100	4510.312022611848	0.5	4.7237615322907365	88	1.4142135623730951	0.0	0		0.1129321805270713	0.7202516997591311	7.81385230907637e-11	0.03323012228623742	1.271713479424237	1.0	0.12901616686028453	0.0004498062747093028	0.8055947485235204	38960.56
9200	4560.312022611848	0.5	4.7237615322907365	88	1.4142135623730951	0.0	0		0.11292809256152554	0.720257988435609	7.81482213372204e-11	0.033230979890061844	1.271803375963126	1.0	0.12901616687058817	0.00044983807120113926	0.8055695689102514	39179.04
9300	4610.312022611848	0.5	4.7237615322907365	88	1.4142135623730951	0.0	0		0.11292420946781308	0.720263938964684	7.815740389864927e-11	0.03323179148231008	1.271888470816967	1.0	0.12901616688052822	0.0004498681693323791	0.8055457512619209	39395.64
9400	4660.312022611848	0.5	4.7237615322907365	88	1.4142135623730951	0.0	0		0.11292052082599321	0.7202695696595777	7.816609811331282e-11	0.033232559544252145	1.27196902071087	1.0	0.1290161668911366	0.0004498966599069393	0.8055232210527901	39615.53
9500	4710.312022611848	0.5	4.7237615322907365	88	1.4142135623730951	0.0	0		0.11291701738361899	0.7202748978267841	7.81743298763136e-11	0.03323328642176477	1.2720452685944392	1.0	0.12901616690118134	0.0004499236288563274	0.8055019078754965	39839.54
9600	4760.312022611848	0.5	4.7237615322907365	88	1.4142135623730951	0.0	0		0.11291369225328328	0.7202799398258135	7.818212371730378e-11	0.033233974333357875	1.2721174444264218	1.0	0.12901616691069234	0.0004499491575171723	0.8054817452745306	40058.12
9700	4810.312022611848	0.5	4.7237615322907365	88	1.4142135623730951	0.0	0		0.11291053028875737	0.7202847111233833	7.818950287445772e-11	0.03323462537723065	1.2721857658708446	1.0	0.1290161669211246	0.0004499733228774486	0.8054626705243424	40285.1
9800	4860.312022611848	0.5	4.7237615322907365	88	1.4142135623730951	0.0	0		0.1129075315422501	0.7202892263341613	7.81964893573999e-11	0.03323524153712094	1.272250438902023	1.0	0.12901616693107748	0.0004499961977904689	0.8054446243260573	40509.95
9900	4910.312022611848	0.5	4.7237615322907365	88	1.4142135623730951	0.0	0		0.11290468413309543	0.7202934992803155	7.820310401156862e-11	0.03323582468961313	1.2723116584972054	1.0	0.1290161669408749	0.0004500178512198724	0.8054275507030056	40727.02
10000	4960.312022611848	0.5	4.734132042078757	88	1.4142135623730951	0.0	0		0.11290197992842166	0.7202975430282011	7.820936658476338e-11	0.033236376609471936	1.272369609200327	1.0	0.12901616695124254	0.0004500383484390256	0.8054113967866333	40948.46
10100	5010.312022611848	0.5	4.734132042078757	88	1.4142135623730951	0.0	0		0.11289941041587659	0.7203013699318672	7.82152957764967e-11	0.033236898975229155	1.2724244656609418	1.0	0.1290161669610597	0.00045005775122164307	0.8053961125916463	41165.63
10200	5060.312022611848	0.5	4.734132042078757	88	1.4142135623730951	0.0	0		0.11289697083672404	0.7203049916753834	7.822090929813434e-11	0.03323739337484488	1.272476393206922	1.0	0.12901616697081858	0.0004500761180443512	0.8053816509225137	41384.59
10300	5110.312022611848	0.5	4.734132042078757	88	1.4142135623730951	0.0	0		0.11289465597079562	0.7203084193054057	7.822622392685205e-11	0.03323786131026561	1.2725255483181042	1.0	0.12901616698093538	0.000450093504254218	0.8053679671827482	41623.18
10400	5160.312022611848	0.5	4.734132042078757	88	1.4142135623730951	0.0	0		0.1128924561834205	0.7203116632688761	7.823125554682144e-11	0.033238304202204264	1.2725720790890085	1.0	0.1290161669905284	0.0004501099622324171	0.8053550192021942	41840.0
10500	5210.312022611848	0.5	4.734132042078757	88	1.4142135623730951	0.0	0		0.11289036961810714	0.7203147334503486	7.823601640739786e-11	0.033238723395530904	1.2726161256517978	1.0	0.12901616700101243	0.00045012554154382845	0.8053427671844158	42060.99
10600	5260.312022611848	0.5	4.734132042078757	88	1.4142135623730951	0.0	0		0.1128883889708716	0.7203176391896655	7.824052649916918e-11	0.0332391201604986	1.2726578208305173	1.0	0.12901616701094046	0.0004501402891684441	0.8053311734230402	42279.31
10700	5310.312022611848	0.5	4.734132042078757	88	1.4142135623730951	0.0	0		0.11288650880048585	0.7203203893299035	7.824479635903187e-11	0.03323949570080479	1.2726972901505358	1.0	0.12901616702084415	0.00045015424950470696	0.8053202023509067	42495.72
10800	5360.312022611848	0.5	4.739308787252097	88	1.4142135623730951	0.0	0		0.11288472241023396	0.720322992228657	7.82488387672406e-11	0.03323985115453988	1.272734652497002	1.0	0.12901616703098637	0.00045016746460240805	0.8053098203293034	42713.13
10900	5410.312022611848	0.5	4.739308787252097	88	1.4142135623730951	0.0	0		0.11288302647749436	0.7203254557949037	7.825266582100819e-11	0.033240187598450155	1.272770020383707	1.0	0.12901616704059	0.0004501799742577829	0.8052999955373144	42911.12
11000	5460.312022611848	0.5	4.739308787252097	88	1.4142135623730951	0.0	0		0.1128814180818669	0.7203277875130127	7.825628897832765e-11	0.03324050605159249	1.2728035003355245	1.0	0.1290161670503671	0.0004501918161487812	0.8052906979190166	43051.91
